name,short_description,detail,tags,established_date,size,address,branches,impressum_link,website
Ballyhoo Werbeagentur GmbH,Ballyhoo ist eine Fullservice-Werbeagentur für Verkaufskommunikatio,"Ballyhoo ist eine Fullservice-Werbeagentur für Verkaufskommunikation mit 27 Mitarbeiterinnen und Mitarbeitern, beheimatet am Jungfernstieg direkt in Hamburgs City. Unsere Agentur arbeitet für internationale Kunden und bekannte Marken. Neben einem hohen Qualitätsanspruch genießt bei uns der Spaß an der Arbeit einen hohen Stellenwert – selbst wenn es einmal anstrengend wird. Das spiegelt sich auch in unserem guten Betriebsklima wider und darin, dass wir von unseren Kunden mit langjähriger vertrauensvoller Zusammenarbeit belohnt werden.Zu unseren Kunden gehören u.a. Axel Springer Verlag, Hornbach, Kettler, PAYBACK, REWE, Spiegel Verlag, Velux und viele weitere spannende Unternehmen.",,,20—49,Ballyhoo Werbeagentur GmbHD-20354 HamburgDeutschland,"Werbeagenturen
Internetagenturen",https://www.ballyhoo.de/impressum/,https://www.ballyhoo.de/
Tessmar GmbH,"TESSMAR ist eine Agentur für konsequente Markenführung, kontinuierliche Markenentwicklung und wegweisende Markenkommunikation.","Wir sind Sparringspartner von Unternehmen, die ihre Marke aktiv leben. Aus komplexen Anforderungen entwickeln wir einfache und innovative Lösungen – in allen wichtigen Disziplinen und für alle relevanten Kanäle. Immer mit dem Ziel, Unternehmen und Produkte erlebbar zu machen und den Erfolg unserer Kunden nachhaltig zu steigern.","Werbeagentur, Design, Kommunikation, Markenführung, Markenentwicklung, Markenkommunikation, Agentur, BrandEvolution, brand evolution",2019,10—19,Tessmar GmbHD-76135 KarlsruheDeutschland,"Werbeagenturen
Internetagenturen",https://brandevolution.de/impressum/,https://brandevolution.de/
IndustryArena GmbH,Full-Service-Agentur und Betreiber des Fachportals IndustryArena.com,"Die IndustryArena GmbH unterstützt seit mehr als 15 Jahren namhafte Hersteller und Zulieferer der Fertigungsindustrie bei ihrer Präsentation im Zielgruppenmarkt. Mit dem Online-Portal IndustryArena.com bieten wir umfangreiche Tools, um wertvolle Leads zu generieren und Kontakte zu pflegen. Zudem dienen zahlreiche Diskussionsforen zum Erfahrungsaustausch in der Branche. IndustryArena.com ist das führende Fachportal für die Fertigungsindustrie in Europa.Aufgrund dieser fundierten Erfahrung verstehen wir die Herausforderungen, vor denen Unternehmen stehen wie kein Zweiter. Als Full-Service-Agentur gliedert sich unser Leistungsspektrum in folgende BereicheWebentwicklungPrintmedienVideoproduktionMesse & AusstellungCorporate IdentityWorkshopsEventplanungRecruiting",,,10—19,IndustryArena GmbHD-40764 LangenfeldDeutschland,"Eventagenturen
Werbeagenturen
Internetagenturen",https://industryarena-media.de/impressum/,https://industryarena-media.de/
NYBA Media GmbH,Fullservice Agentur – Online Marketing,"Die NYBA Media GmbH zeichnet sich aus als junge, innovative, Online Marketing Agentur aus Frankfurt am Main und arbeitet mit dem Puls der Zeit. Wir haben uns darauf spezialisiert, professionelle Internet Auftritte für die Besten der Branche aufzubauen. Angefangen von High End-Webseiten, über gezieltes Social Media Marketing bis hin zur Einrichtung von vollautomatisierten Prozessen für mehr Reichweite, Kunden und Umsatz. Unsere Kunden schätzen an uns, dass wir uns die Zeit nehmen Sie und die Werte Ihrer Unternehmung von Grund auf zu verstehen, um eine maßgeschneiderte Lösung zu erarbeiten mit welcher wir messbare Ergebnisse erzielen. Unsere Arbeit gilt erst als abgeschlossen, wenn Sie zu 100% zufrieden sind.Sie interessieren sich grundsätzlich für die großartigen Möglichkeiten des 21. Jahrhunderts und möchten den Chancenpool, welchen die digitale Revolution mit sich bringt, nicht ungenutzt lassen? Wir freuen uns Ihnen im persönlichen Gespräch Ihr vorhandenes Potential aufzuzeigen!",,2018,10—19,NYBA Media GmbHD-60314 FrankfurtDeutschland,"Werbeagenturen
Internetagenturen",https://www.nyba.io/impressum,https://www.nyba.io/
kairom.de,"Digitale Dienstleistungen, Online Marketing & Social Media Beratung","ONLINE MARKETING MIT ZIELFÜHRUNGKAIROM.DE – ONLINE MARKETING MIT ZIELFÜHRUNG AUS BOCHOLT FÜR DIE REGION NRW. WIR BRINGEN SIE MIT DEM PASSENDEN ONLINE MARKETING AN IHR ZIEL.Eine traditionelle Redewendung sagt: „Viele Wege führen nach Rom.“ Damit Ihre Kunden den direkten Weg zu Ihren angebotenen Produkten und Dienstleistungen finden, möchten wir Sie im Bereich Digitale Dienstleistungen, Online Marketing und Social Media Beratung unterstützen sowie langfristig begleiten.Ihr Team vonkairom.de – Kai Radstaak Online Marketing","Hosting, WordPress, shopware, Online Marketing, Social Media Beratung, Webseite, Internetseite, Webshop, e-commerce, Onlineshop, Online-Shop",2017,5—9,kairom.deD-46397 BocholtDeutschland,"Internetagenturen
Web-
Konzepter
Corporate Designer",https://www.kairom.de/impressum/,https://www.kairom.de/
Agile Rockstars GmbH,IT Beratung / Softwareentwicklung,"Der Treiber der Digitalisierung heißt heute: Agilität. Dabei geht es um Herausforderungen, vor denen jede Organisation steht: schnellere und dezentralisierte Entscheidungen, mehr Transparenz, mobiles Arbeiten, vernetztes Denken, Aufbruch von Hierarchien und sich ändernde Verantwortlichkeiten. Agile Arbeitsweisen einzuführen bedeutet, ein Umfeld zu schaffen, in dem in Zukunft den Herausforderungen von Mitarbeitern und Führungskräften optimal begegnet werden kann. Das erfordert eine sich anpassende Unternehmensstruktur und die dazu passende Dialog-Kultur z.B. eine wertschätzende Feedback-Kultur, die allen Beteiligten die Chance gibt, als Team noch widerstandsfähiger mit Veränderungsprozessen und Herausforderungen umzugehen.Unsere Mission: Denkweisen in Unternehmen und Menschen zum Besseren verändern.","IT-Beratung, Softwareentwicklung, Agile Beratung, Agile Transition",2018,5—9,Agile Rockstars GmbHD-22087 HamburgDeutschland,"Internetagenturen
Entwicklung
Web-
Konzepter",https://www.agilerockstars.com/,https://www.agilerockstars.com/
Bavoko Ug,"Ihr Partner für Webdesgin, Programmierung und SEO","Beschreibung: Bei uns – BAVOKO – handelt es sich um ein fünfköpfiges Expertenteam für Webdesign, Programmierung und SEO, das zum Großteil WordPress Web-Projekte jeder Größe und Komplexität für seine Kunden umsetzt. Unser Leistungsportfolio reicht von einfachen Websites über aufwendigere Online-Shops bis hin zu komplexeren WordPress Plugins.Als junges und dynamisches Team sind enge Absprachen und die Wünsche unserer Kunden sehr wichtig! Deshalb setzen wir uns während unserer Zusammenarbeit genauestens mit Ihren individuellen Unternehmenszielen und Ihrer damit zusammenhängenden Web-Aufträge auseinander.Wenn Sie ein Projekt mit uns besprechen möchten, können Sie sich gerne für eine kostenlose Erstberatung bei uns melden. Wir freuen uns auf Ihre Kontaktaufnahme!","Webdesign, Programmierung, SEO, WordPress",2018,5—9,Bavoko UgD-13409 BerlinDeutschland,"Internetagenturen
Entwicklung
Web-
Konzepter",,https://www.bavoko.tools/services/
Hettenbach GMBH & CO KG,Werbeagentur,"Junge Köpfe mit frischen Ideen und Experten mit langjähriger Berufserfahrung bilden bei uns einen kreativen Schmelztiegel für erfolgreiche Konzepte.Mit 20 Köpfen sind wir eine eher kleine, dafür aber feine GWA Werbeagentur. Wir sind seit Jahrzehnten in der IHK-Region Heilbronn-Franken verwurzelt, arbeiten aber dennoch für internationale und mittelständische Unternehmen, Institutionen und Einrichtungen – unabhängig von der Größe und Branche.Ganz nach unserem Slogan „Erfolg durch Werbung“ begleiten wir kleine und mittlere Unternehmen in der lokalen und regionalen Kunden- und Markenkommunikation mit der gleichen Leidenschaft wie global agierende Weltmarktführer auf dem Weg zum Erfolg. Mit dem Baukastensystem zum ErfolgErfolgreich werben heißt, bei den relevanten Zielgruppen größtmögliche Aufmerksamkeit zu erzielen. Manchmal reicht dafür ein kurzer, aber guter Pressetext, ein auffälliges Plakat oder eine gesteuerte Diskussion in einem Social-Media-Blog. Oder es braucht eine überregionale oder internationale Werbekampagne, welche die gesamte Bandbreite der Möglichkeiten von Werbung und PR nutzt, um Ihr Unternehmen, Ihr Produkt oder Ihre Dienstleistung nachhaltig zu inszenieren.Je nach Anforderung bieten wir Ihnen 12 Module, die Sie einzeln in finanziell überschaubarem Rahmen oder auch als Ganzes für Ihre Botschaft nutzen können. Die Module ergänzen sich gegenseitig und entfalten im Ensemble ihre volle Wirkung.Idee & MarkeKonzeption & KreationText & SloganLayout & DesignCorporate Publishing & KatalogeDigital & MobilAußenwerbung und WerbetechnikZielgruppen & MediaplanungDruck & WerbemittelEmployer Branding & JobmarketingOnline Marketing & Social MediaPR & Content",,1946,20—49,Hettenbach GMBH & CO KGD-74074 HeilbronnDeutschland,"Werbeagenturen
Werbung
PR-
Agenturen",http://www.hettenbach.de/Impressum,http://www.hettenbach.de/
WDD Dr. Faltz & Partner GmbH,Kommunikationsagentur,"Agentur für Kreativkonzeption, Logo & Corporate Design und Digitale Services.Die WDD ist eine inhabergeführte Werbeagentur, mit einem 25-köpfigen Kreativteam, einer über 70-jährigen Historie, einem starken Netzwerk in der Region und einer 360 Grad-Kommunikation: Klassisch analog, persönlich-live und beweglich-digital. Wir entwicklen und realisieren Design-Konzepte, Marken-Stories, Look & Feel, Kampagnen, Corporate Publishing, Wordings & Mehr.Branchen: Handel, Industrie B2B, Versicherungen/Finanzen/Energie, Messe, Verbände/Institutionen, Standort-Marketing.",,1948,20—49,WDD Dr. Faltz & Partner GmbHD-44143 DortmundDeutschland,"Werbeagenturen
Internetagenturen
Corporate Designer",https://www.wdd.de/de/impressum/,http://wdd.de/
Wolfsrudel Kreativagentur,Werbeagentur,"Wir sind KREATIVAGENTUR, SOCIAL MEDIA AGENTUR, DIGITALAGENTUR und WERBEMITTELAGENTUR – also genau eure AGENTUR in der Technologie-Stadt Karlsruhe.","Werbeagentur, Social Media Agentur, Print Design, Webdesign",2006,5—9,Wolfsrudel KreativagenturD-76227 KarlsruheDeutschland,"Werbeagenturen
Internetagenturen",https://www.wolfsrudel-kreativagentur.com/impressum/,https://www.wolfsrudel-kreativagentur.com/
PhDSoft-Ingenieure GmbH,Umsetzung von IT-Projekten und für Mittelstand und Konzern,"Wir sind ein Ingenieurbüro für IT-Projektleitung in Braunschweig mit dem Schwerpunkt auf Entwicklung und Anwendungsintegration für mittelständische und Großunternehmen. Wir digitalisieren Geschäftsmodelle sowie interne Abläufe und setzen modulare digitale Services um. Zu unserem Team gehören UX Designer und Konzepter. So aufgestellt, können wir Projekte mit technisch und zugleich gestalterisch hohen Anforderungen umsetzen – zum Erfolg Ihrer Kunden. Erfahrungen in Mittelstand und Konzern, Projekte für Automobilindustrie und Bankwesen, sowie eigene FinTech App runden unser Profil ab.Wir bieten Agenturen Unterstützung bei der Entwicklung von B2C Apps, B2B Anwendungen oder Anwendungen für Intern. Insbesondere Anwendungen mit hohen oder höchsten Sicherheitsstandars wie z.B. für Banken.","Apps, Anwendungen, Digitalisierung, Konzern, Mittelstand, Gnu, C/C++, MariaDB, Json, REST APIs, Cordova/Ionic, Cross-Plattform-Apps, UX, Business Intelligence, Bankschnittstelle, White-Label-App",2016,5—9,PhDSoft-Ingenieure GmbHD-38112 BraunschweigDeutschland,"Screendesign
Internetagenturen
Web-
Konzepter",,http://www.phdsoft-ingenieure.de/
Picsters,Werbefilmproduktionsfirma,"Picsters is a holistic modern day production company based in Berlin, Munich and Zurich. We are developing and producing commercials and content around the globe.Selected customers: Mercedes Benz, Volkswagen, DriveNow, Novartis, Viu, Qatar Foundation, Qatar National Library.","Produktion, Content, Postproduktion, Video, Werbefilm, Regie",2013,5—9,PicstersD-10557 BerlinDeutschland,"Werbeagenturen
Film/
Video
Entwicklung",http://picsters.tv/here/,http://picsters.tv/
imagency GmbH,Hamburger Agentur für Markenerlebnisse,"Als Agentur für Markenerlebnisse kreieren wir außergewöhnliche Projekte. Dazu gehören gleichermaßen Corporate und Consumer Events ebenso, wie Messen und Kongresse oder Promotionprojekte. Die Kompetenzen und Erfahrungen sammelt unser Team nun bereits seit 2002.Zu unserem Kundenstamm gehören unter anderem namenhafte Kunden wie Porsche, NDR, TUl, Campari sowie die ARD.","Event, Markenerlebnisse, Kommunikation, Projektmanagement, Organisation, Koordination, Veranstaltung",2002,10—19,imagency GmbHD-20459 HamburgDeutschland,"Messe
Eventagenturen
Werbeagenturen",,https://www.imagency.net/
//zmdesign,Multimedia Kreativagentur,Wir sind eine junge Kreativagentur mit Onlineschwerpunkt aus dem Raum Stuttgart.KONZEPTIONPRINTDIGITAL,"konzeption, print, digital, Ci, markenstrategie, branding, storytelling, website, e-commerce, social media, performance marketing",2018,10—19,//zmdesignD-72768 ReutlingenDeutschland,"Internetagenturen
Web-
Konzepter
Corporate Designer",,http://zmdesign.de/
Vi-Arise Communication,Kommunikationsagentur im Herzen Stuttgarts,"“Release the Potential of People and Brands” – Einzigartige Kommunikation und der Anspruch, das Beste aus unseren Kunden, Mitarbeitern und Partnern herauszuholen – dafür steht VI-ARISE.","Content Marketing, Werbetext, Social Media, Storytelling, Online/Offline, Copy Writing",,10—19,Vi-Arise CommunicationD-70190 StuttgartDeutschland,"Werbeagenturen
Texter
Werbung",,https://www.vi-arise.com/
Kiess & Makossa Mediengruppe GmbH,Geschäftsführer,"Wir sind eine in Gelsenkirchen ansässige, aufstrebende Mediengruppe und setzen mit unserer Unternehmensphilosophie auf Qualität, Schnelligkeit, Flexibilität, Kreativität, kompetente Beratung und guten Service.Wir streben täglich nach neuen Herausforderungen und versuchen stets als „Full-Service-Dienstleister“ Ihre Wünsche und Anfragen umzusetzen. Aus diesem Grund haben wir unser Leistungsangebot in den vergangenen Jahren stetig erweitert und können neben den klassischen Produkten rund um den Druck und der Weiterverarbeitung nun auch Leistungen im Bereich Kommunikations-, Grafik- und Webdesign, Marketing, Werbetechnik, Werbeartikel und Giveaways sowie Textilien und Textil-Druck anbieten.",,,20—49,Kiess & Makossa Mediengruppe GmbHD-45889 GelsenkirchenDeutschland,"Typografen/
Layouter
Internetagenturen
Corporate Designer",https://www.mediengruppe.nrw/impressum/,https://mediengruppe.nrw/
Chelebi Film Company,"Filmproduktion, Medienproduktion, Videomarketing","Als inhabergeführte Filmproduktion im Raum Frankfurt am Main haben wir den direkten Kontakt zu unseren Kunden und kennen von Beginn an alle relevanten Ziele. Unser Team besteht aus Köpfen mit vielfältigen Visionen, deren Fähigkeiten sich darüber definieren, Ideen zu finden und diese zielorientiert zu formen. Filme sind das beeindruckendste Medium zum übermitteln von Botschaften und sollten mit einer einzigartigen Tiefe produziert werden – daran misst sich die Stärke und so fällt die Entscheidung.","Filmproduktion, Werbefilm, Videoproduktion, Motion Design, Realdreh, Immobilienfilm, Luftaufnahmen, Drohne, Animation, Eventfilm",2016,5—9,Chelebi Film CompanyD-63069 OffenbachDeutschland,"Werbeagenturen
Film/
Video
Werbung",https://chelebi.net/imprint.html,https://www.chelebi.net/
Ideenrevier,Authentisch und bodenständig – ausgefallenes Design und zielgerichtete Kommunikation.,"IDEENREVIER – Werbeagentur Sein eigenes Revier zu markieren, erfordert eine ganze Menge Stärke und Kampfgeist! Aber im Gegensatz zu den Revierkämpfen in freier Wildbahn, gilt dieser Einsatz nicht uns selbst, sondern ausschließlich unseren Kunden. Ideenrevier ist eine junge, kreative Kommunikationsagentur im Herzen des Nahelandes. Unser interdisziplinärer Ansatz setzt auf innovative Ideen, strategisches Marketing sowie aufmerksamkeitsstarke Gestaltungskonzepte. Mithilfe unseres präzisen „Adlerauges“ aus der „Vogelperspektive“ orchestrieren wir alle erdenklichen Kommunikationsmaßnahmen, damit der Kunde am Ende des Tages als Gewinner vom Platz geht.","Brands, Print, Online",1976,10—19,IdeenrevierD-55595 WeinsheimDeutschland,Werbeagenturen,,https://www.ideenrevier.com/
